vehicle_id,manufacturer,model,vehicle_year,vehicle_type,fuel_type,transmission,engine_cc,mileage_kmpl,vehicle_price,units_sold,service_cost,manufacturing_region
VH03321,Ram,1500,2021,Van,LPG,Manual,3374.0,11.41,29715.86,2937,864.03,North America
VH01551,Nissan,Sentra,2016,Van,CNG,Automatic,2933.0,19.4,26508.78,232,1062.12,Latin America
VH01273,Ram,3500,2018,Truck,LPG,DCT,4715.0,14.91,23033.01,4460,777.79,Latin America
VH02087,Porsche,Panamera,2023,SUV,CNG,AMT,3281.0,19.88,37407.24,475,900.59,Asia Pacific
VH04865,Kia,Soul,2009,Van,Hybrid,CVT,2569.0,23.44,30642.82,2932,1599.79,Middle East
VH04085,Hyundai,Palisade,2018,Sedan,Petrol,Automatic,2872.0,,18521.85,2253,701.26,Asia Pacific
VH03804,Porsche,Boxster,2019,Coupe,Diesel,Manual,2684.0,10.19,48394.89,1968,1839.69,Asia Pacific
VH04372,Ford,Edge,2016,Sedan,Electric,,0.0,14.31,32578.28,4160,1920.31,Africa
VH03492,Audi,A6,2022,Hatchback,Diesel,Manual,1688.0,21.28,42900.05,2190,1548.73,North America
VH04758,Kia,Telluride,2021,Truck,Hybrid,DCT,3983.0,20.34,33236.53,2568,1430.91,North America
VH01000,Ram,3500,2012,Truck,Petrol,AMT,3553.0,8.24,25666.54,2774,815.24,Europe
VH02313,  Hyundai  ,Tucson,2017,Coupe, Electric ,DCT,0.0,13.69,28922.64,677,1585.63,South Asia
VH04294,Volvo,V60,2020,Coupe,Hybrid,AMT,1341.0,25.64,56347.96,2495,2153.04,South Asia
VH00193,BMW,X5,2018,Truck,,CVT,5205.0,16.05,57145.27,2222,2101.7,North America
VH03874,,Forester,2006,Van, Electric ,AMT,0.0,14.76,32708.61,78,2133.76,South Asia
VH04249,Toyota,Tacoma,2005,Sedan,CNG,Automatic,2199.0,13.52,21569.42,1713,1302.27,Asia Pacific
VH04768,Ram,1500,2023,Truck,,AMT,3744.0,17.54,23421.33,1657,649.54,Latin America
VH04300,Ford,Escape,2022,SUV,Petrol,Automatic,2765.0,17.41,26735.36,4964,964.24,South Asia
VH04498,Volvo,C40,2017,Hatchback,Petrol,Manual,2558.0,13.78,36468.43,3552,1662.49,Africa
VH02092,Ram,Dakota,2006,Van,Diesel,AMT,2043.0,12.03,29364.02,1413,1882.47,North America
VH02643,Audi,A6,2022,Coupe,Electric,DCT,0.0,,61741.33,3245,2025.62,Africa
VH04441,Volkswagen,ID.4,2012,Van,Hybrid,DCT,3312.0,16.76,25631.02,3155,921.23,Latin America
VH01778,Mercedes-Benz,GLE,2022,Hatchback,,DCT,3034.0,14.18,44475.29,398,1705.11,Latin America
VH03593,Honda,Pilot,2006,Hatchback,Diesel,DCT,2242.0,,21681.88,4531,1398.0,Asia Pacific
VH04839,Ram,3500,2021,Van,CNG,Manual,2456.0,12.86,26988.53,2334,636.06,Asia Pacific
VH01434,Volkswagen,Passat,2024,Wagon,LPG,CVT,2047.0,14.63,26175.44,684,773.5,Africa
VH02752,Mazda,Mazda6,2023,Convertible,Hybrid,Automatic,3121.0,21.24,30266.7,22,1061.2,Europe
VH03079,  Honda  ,CR-V,2008,Sedan, Diesel ,Manual,3302.0,19.2,19216.79,1264,1074.93,South Asia
VH04829,Audi,A3,2006,Van,LPG,DCT,2107.0,11.8,42610.74,3625,1766.02,Middle East
VH03139,Volvo,C40,2024,Coupe,Petrol,Manual,1263.0,8.01,53572.22,3629,2054.18,South Asia
VH02597,Kia,Sportage,2016,Van,Petrol,,2139.0,11.87,27714.34,4967,1099.45,Europe
VH04996,Mazda,Mazda3,2024,Hatchback,,Manual,3097.0,17.89,23957.13,4534,835.8,Latin America
VH00192,Kia,Sorento,2014,SUV,Hybrid,Automatic,3755.0,22.58,29823.07,4392,1586.46,Africa
VH01555,Volvo,XC40,2024,Hatchback,Electric,CVT,0.0,11.97,48800.57,2870,1767.58,Asia Pacific
VH01787,Audi,A4,2010,Hatchback,Hybrid,DCT,3237.0,18.22,50210.42,3551,2525.38,Latin America
VH03083,Hyundai,Palisade,2021,Wagon,Petrol,Automatic,1937.0,19.35,25201.07,1856,768.17,Latin America
VH03704,Jeep,Renegade,2009,SUV,LPG,Automatic,3383.0,13.36,23806.08,2834,1197.32,North America
VH01269,Ram,ProMaster,2006,Van,Diesel,CVT,2276.0,,32277.48,914,2063.93,Europe
VH03047,Jeep,Grand Cherokee,2018,SUV,Petrol,Manual,4542.0,12.93,24560.12,4146,1145.17,Middle East
VH01698,Toyota,Corolla,2022,Hatchback,Petrol,DCT,2652.0,18.87,25444.55,3170,819.31,Asia Pacific
VH04038,Chevrolet,Blazer,2022,SUV,Diesel,AMT,3012.0,20.16,35874.08,997,1237.83,Asia Pacific
VH03775,Hyundai,Santa Fe,2013,Sedan,Hybrid,AMT,3182.0,21.1,26199.41,3834,1169.21,Asia Pacific
VH02877,Toyota,RAV4,2009,Coupe,Diesel,Manual,,22.68,30187.77,4766,1520.15,Asia Pacific
VH03520,Kia,Telluride,2024,Truck,,AMT,3779.0,9.4,27461.05,3098,893.09,Europe
VH00313,Kia,Sportage,2023,Sedan,Diesel,DCT,1293.0,,32275.81,4685,959.31,Latin America
VH03190,BMW,7 Series,2019,Sedan,LPG,Manual,1906.0,11.86,48881.7,2138,1992.48,Latin America
VH00167,BMW,5 Series,2005,Convertible,Hybrid,DCT,1832.0,23.63,53105.18,2337,3061.83,Asia Pacific
VH03850,Volkswagen,Golf,2015,Van,Hybrid,Automatic,,29.36,31429.89,1118,1035.01,Middle East
VH04436,Audi,Q5,2016,Van,LPG,AMT,2614.0,10.21,47197.52,25,1880.35,South Asia
VH01025,Volkswagen,Tiguan,2015,Sedan,LPG,CVT,2810.0,9.22,24895.68,3237,981.95,Middle East
VH02218,Mercedes-Benz,C-Class,2010,Wagon,Hybrid,DCT,1883.0,19.75,54960.62,1773,3749.8,Africa
VH03887,Honda,Pilot,2023,Van,Diesel,DCT,2607.0,12.24,32170.7,3127,1013.74,Europe
VH01323,Ram,3500,2024,Truck,LPG,DCT,2813.0,17.7,23938.45,1608,626.82,Latin America
VH01919,Land Rover,Defender,2012,SUV,CNG,Manual,3773.0,19.99,38974.11,1109,1777.09,Europe
VH03569,Kia,Sportage,2006,Van,Hybrid,,2436.0,18.06,30050.29,1085,1706.11,Europe
VH01127,Chevrolet,Silverado,2008,SUV,Hybrid,AMT,4499.0,24.73,34806.23,2533,1966.42,Africa
VH02487,Jeep,Gladiator,2011,SUV,Electric,CVT,0.0,,42612.49,3397,2332.77,South Asia
VH04226,Land Rover,Evoque,2040,SUV,Hybrid,Automatic,3448.0,34.21,42806.1,2645,2271.63,Asia Pacific
VH00153,Ford,Mustang,2022,Truck,Diesel,AMT,3770.0,16.31,24058.37,4812,686.46,North America
VH02620,Hyundai,Sonata,2013,Truck,Diesel,AMT,2957.0,21.65,29910.87,2375,1044.94,Europe
VH04765,Audi,Q5,2018,Wagon,CNG,CVT,1139.0,21.86,40277.94,4636,1581.41,North America
VH02695,KIA,Soul,2013,SUV,electric,Manual,0.0,7.36,33073.61,1277,1517.09,South Asia
VH01558,Subaru,Crosstrek,2020,SUV,Diesel,DCT,4208.0,20.85,32625.32,4881,1157.81,Africa
VH02618,Mercedes-Benz,AMG GT,2022,Wagon,Gas,Automatic,1969.0,16.65,43198.2,4046,1464.61,Middle East
VH01972,Volvo,XC40,2006,Hatchback,Hybrid,,2648.0,21.57,38171.49,4015,2576.65,Middle East
VH02965,Audi,Q7,2006,SUV,LPG,Manual,4043.0,12.16,54731.64,3291,3405.16,Africa
VH02479,Subaru,Outback,2010,Truck,CNG,Automatic,3714.0,19.39,26000.56,4553,1260.72,South Asia
VH04901,Lexus,LS,2006,Van,LPG,CVT,3419.0,14.91,51456.7,3236,3116.94,Middle East
VH02998,Tesla,Model X,2017,Sedan,Electric,CVT,0.0,5.24,61477.11,847,1868.54,Asia Pacific
VH04945,Ford,F-150,2009,Truck,Electric,DCT,0.0,6.19,32910.44,4595,2254.54,Europe
VH00032,Ford,Edge,2014,Truck,Diesel,DCT,2740.0,17.3,40742.97,414,1947.4,Middle East
VH00938,Tesla,Cybertruck,2019,SUV,Electric,Manual,,7.95,58937.35,643,2577.37,South Asia
VH02222,Chevrolet,Tahoe,2011,Sedan,Electric,Automatic,0.0,7.25,27016.53,4605,996.41,Africa
VH00753,Lexus,NX,2021,SUV,Electric,Automatic,0.0,10.9,59452.64,3978,1996.51,South Asia
VH03859,Mercedes-Benz,E-Class,2020,Van,Diesel,DCT,3443.0,13.01,49988.5,4735,2161.21,Africa
VH00310,Kia,Telluride,2022,Truck,LPG,DCT,3831.0,12.88,28146.0,2146,855.43,South Asia
VH02536,Lexus,ES,2019,Van,Hybrid,Manual,3465.0,27.84,51990.37,3674,1639.97,Africa
VH04183,Mazda,MX-5 Miata,2012,SUV,Electric,Manual,0.0,7.93,30720.99,1404,1534.56,Europe
VH04939,Tesla,Model Y,2008,SUV,Petrol,Manual,4248.0,14.45,50618.08,3673,3097.04,Middle East
VH02182,Mercedes-Benz,S-Class,2010,Wagon,Diesel,Manual,2515.0,10.12,58900.56,4231,3486.65,Latin America
VH00496,Chevrolet,Equinox,2010,SUV,LPG,Manual,2631.0,14.29,27654.2,2455,1300.03,Latin America
VH00206,Volkswagen,Jetta,2009,Coupe,LPG,Manual,2382.0,9.87,19420.65,3715,934.29,Latin America
VH01136,Mazda,CX-30,2006,SUV,Petrol,CVT,3422.0,14.6,21985.51,2542,1073.93,North America
VH02765,Mazda,Mazda6,2018,SUV,LPG,Automatic,2083.0,13.8,27647.55,4219,741.26,Europe
VH03478,Ford,Escape,2024,Sedan,Diesel,Manual,1214.0,19.03,30868.13,4353,840.23,South Asia
VH04455,Honda,Ridgeline,2005,Truck,Diesel,Manual,2876.0,21.0,28913.8,1490,1667.87,South Asia
VH00306,Jeep,Wrangler,2008,SUV,Hybrid,CVT,1897.0,27.37,31080.44,1884,1921.9,North America
VH03997,Nissan,Murano,2014,Convertible,Petrol,Manual,2403.0,8.9,26803.85,3602,1153.83,Asia Pacific
VH01895,Volkswagen,Tiguan,2020,Sedan,Diesel,DCT,1055.0,16.51,26956.67,1482,833.11,South Asia
VH01062,Toyota,Tacoma,2017,Coupe,Diesel,Manual,2918.0,22.06,27885.29,1684,1466.63,Asia Pacific
VH00844,Nissan,Rogue,2011,Van,CNG,CVT,2280.0,21.28,26634.76,1391,936.23,Latin America
VH02806,BMW,3 Series,2023,Truck,hybrid,DCT,5223.0,16.61,50166.72,2032,1393.54,South Asia
VH04796,Ram,ProMaster,2014,Truck,Diesel,Automatic,3038.0,15.75,,4230,1370.06,South Asia
VH00212,Mercedes-Benz,E-Class,2013,Van,CNG,CVT,3294.0,20.51,52624.14,3552,2641.35,North America
VH01109,Mercedes-Benz,C-Class,2020,Coupe,Electric,AMT,0.0,12.24,58018.59,1819,2270.58,South Asia
VH03846,Ford,Escape,2016,SUV,Hybrid,AMT,3700.0,22.35,39260.64,19,1952.86,North America
VH00680,Nissan,Altima,2014,Sedan,Hybrid,AMT,1437.0,17.83,28108.41,1571,1635.03,Middle East
VH00566,Ford,Edge,2014,SUV,Diesel,DCT,4552.0,11.45,24511.13,598,885.74,Africa
VH04150,Toyota,RAV4,2012,Wagon,Electric,DCT,0.0,14.24,31642.26,1069,1472.95,South Asia
VH03707,Ram,1500,2021,Van,Petrol,Automatic,2775.0,9.87,29539.27,2444,1133.81,South Asia
VH00681,Tesla,Model S,2005,Sedan,Electric,Automatic,0.0,8.78,58304.94,3013,3034.14,South Asia
VH00181,Porsche,Taycan,2020,Convertible,Hybrid,Manual,2268.0,34.84,55099.4,4621,2518.42,South Asia
VH02751,BMW,X3,2022,Sedan,Diesel,CVT,2900.0,10.37,49157.37,2088,1888.51,Europe
VH03669,Volvo,XC40,2011,Van,LPG,Manual,2247.0,11.86,45402.19,2310,2176.16,Africa
VH04399,Volvo,S60,2011,Convertible,Hybrid,AMT,1253.0,15.04,54669.83,388,2857.36,North America
VH04435,Hyundai,Sonata,2010,Sedan,Diesel,AMT,2261.0,15.97,27491.5,1745,1613.9,Europe
VH00279,Honda,Civic,2011,Convertible,Electric,Automatic,0.0,5.55,44582.86,1712,2500.39,Latin America
VH01182,Subaru,Outback,2008,Sedan,CNG,DCT,99999.0,13.55,23231.08,2926,714.5,Latin America
VH01996,Volkswagen,ID.4,2012,Sedan,Diesel,CVT,2418.0,14.54,28115.2,1195,1157.78,North America
VH00433,  Toyota  ,Highlander,2019,Coupe, Petrol ,Manual,1561.0,8.55,30729.64,2411,1169.9,Middle East
VH00290,Mercedes-Benz,GLE,2012,Coupe,LPG,DCT,2154.0,14.93,40117.44,1850,2149.35,Europe
VH01028,Nissan,Rogue,2015,Coupe,Electric,Automatic,0.0,13.76,31572.44,1518,1873.32,Middle East
VH00536,Tesla,Cybertruck,2007,SUV,CNG,DCT,4884.0,14.38,48496.44,4239,2677.99,Middle East
VH03552,Jeep,Renegade,2015,SUV,Hybrid,Automatic,1524.0,16.67,27986.06,2145,1478.79,Europe
VH00189,Tesla,Model X,2013,SUV,CNG,DCT,2927.0,12.94,48782.53,3288,2351.45,Latin America
VH03612,Kia,Telluride,2013,Truck,Electric,Automatic,0.0,5.23,33683.06,4632,1286.94,Middle East
VH04052,Land Rover,Range Rover,2024,SUV,Diesel,CVT,2513.0,,54344.58,1128,1277.61,Europe
VH01361,BMW,5 Series,2021,Wagon,Electric,AMT,0.0,11.35,60486.48,1409,2010.88,Europe
VH00271,Audi,A6,2017,SUV,CNG,Automatic,2410.0,16.19,46546.19,520,1669.66,Middle East
VH01756,Land Rover,Discovery,2024,SUV,Electric,AMT,0.0,12.9,63654.47,2014,2155.8,South Asia
VH04152,Land Rover,Discovery,2005,SUV,Electric,Manual,0.0,14.09,71033.53,4830,5606.83,North America
VH02230,Jeep,Renegade,2009,SUV,CNG,,1894.0,14.85,27240.92,1457,1385.77,Europe
VH03826,Audi,A6,2009,Wagon,CNG,AMT,3201.0,14.92,45397.53,1412,2472.71,Africa
VH00112,Toyota,Camry,2021,Van,Diesel,DCT,3052.0,23.3,29483.42,4252,991.18,Europe
VH01171,Subaru,Outback,2009,Coupe,Petrol,Manual,2905.0,12.86,22028.34,4555,1156.28,South Asia
VH04457,Tesla,Model Y,2009,Sedan,Hybrid,Automatic,2218.0,21.43,42258.74,4376,2376.8,South Asia
VH00221,Tesla,Cybertruck,2016,SUV,Electric,Automatic,0.0,8.42,58281.08,251,3271.34,Latin America
VH03815,Lexus,NX,2021,SUV,,DCT,0.0,12.65,44368.15,4665,1007.35,South Asia
VH00628,Ram,3500,2006,Van,Petrol,AMT,2180.0,18.16,24793.63,4943,1407.8,Asia Pacific
VH04662,  Volvo  ,C40,2014,Wagon, Hybrid ,AMT,1888.0,29.24,48068.09,1622,2081.51,Middle East
VH04607,Mercedes-Benz,GLC,2018,Convertible,Diesel,Manual,3475.0,17.73,53570.53,483,1757.07,South Asia
VH03741,Lexus,NX,2022,Truck,LPG,CVT,6030.0,11.43,47728.0,3932,1486.69,Latin America
VH00791,Ram,1500,2023,Truck,LPG,Manual,5890.0,10.55,24647.57,3048,788.06,North America
VH02078,Volkswagen,Golf,2023,Convertible,Diesel,Manual,2512.0,24.77,30879.36,2150,865.43,North America
VH00462,Kia,Telluride,2005,Wagon,CNG,CVT,1257.0,15.24,20548.98,4214,1522.57,Asia Pacific
VH04474,Land Rover,Freelander,2009,SUV,Petrol,AMT,3993.0,16.33,54921.09,4340,3772.11,Europe
VH00552,Volkswagen,Atlas,2016,SUV,LPG,Manual,2708.0,15.48,26437.92,3287,994.21,Asia Pacific
VH01211,Toyota,Tacoma,2014,SUV,Petrol,AMT,2244.0,12.65,22526.51,2810,709.07,Latin America
VH03232,Honda,Ridgeline,2012,Truck,Diesel,Manual,2693.0,10.02,34497.22,1743,1732.61,Europe
VH00199,Toyota,Highlander,2012,Coupe,LPG,AMT,1830.0,15.16,18738.16,815,989.36,Europe
VH02678,Ram,ProMaster,2019,Truck,Hybrid,DCT,2792.0,30.77,28747.34,4167,1120.57,Latin America
VH01768,Volkswagen,Atlas,2017,Coupe,LPG,CVT,1095.0,17.54,25135.66,4853,946.21,Middle East
VH00403,Chevrolet,Equinox,2006,Truck,CNG,AMT,3264.0,14.17,24774.04,1539,1281.02,Europe
VH03168,Mercedes-Benz,S-Class,2010,SUV,Electric,Automatic,0.0,7.82,59434.79,1730,3153.97,North America
VH02578,Ram,3500,2010,Truck,Hybrid,Manual,2783.0,32.41,24161.68,4774,1632.88,Latin America
VH04842,KIA,Forte,2012,SUV,cng,AMT,3805.0,16.11,28354.82,236,1632.84,Middle East
VH03940,Mazda,MX-5 Miata,2017,Hatchback,CNG,CVT,1243.0,21.8,22412.06,968,938.87,South Asia
VH03618,Toyota,Highlander,2011,Wagon,CNG,Manual,3359.0,17.51,26626.23,4785,1027.29,North America
VH04537,Jeep,Grand Cherokee,2014,SUV,Diesel,Automatic,3678.0,17.89,33348.8,4316,1359.82,North America
VH00651,Mazda,CX-5,2024,Truck,Diesel,Manual,3950.0,13.06,26580.61,4873,856.42,Middle East
VH00709,Lexus,ES,2011,Sedan,CNG,Manual,1884.0,13.24,40357.28,2415,2066.44,North America
VH01570,Volkswagen,Passat,2022,Wagon,Petrol,,1999.0,18.82,21281.59,3716,677.37,Middle East
VH04487,Kia,Sorento,2014,Sedan,Electric,CVT,0.0,12.15,33983.14,4685,1971.01,Middle East
VH03467,Toyota,Prius,2008,Coupe,,Automatic,2402.0,,26754.37,972,1279.12,North America
VH02414,Subaru,Legacy,2011,Sedan,LPG,,,10.61,23768.99,3406,1369.42,South Asia
VH01880,Lexus,NX,2013,Truck,Petrol,CVT,4013.0,13.08,63154.19,635,2225.88,Africa
VH00315,Volvo,XC90,2024,Hatchback,LPG,Manual,1157.0,17.72,41561.07,3957,1317.33,Asia Pacific
VH03149,Land Rover,Range Rover,2019,SUV,Electric,Automatic,0.0,11.86,54578.56,2916,1893.33,Asia Pacific
VH04691,Land Rover,Freelander,2016,SUV,CNG,Manual,3775.0,19.93,47490.47,593,2083.04,Middle East
VH00114,Audi,Q5,2021,Van,Electric,DCT,0.0,13.42,61660.29,389,2272.14,Asia Pacific
VH00961,Mercedes-Benz,C-Class,2006,Van,Electric,Manual,0.0,5.42,61448.32,1059,2399.3,Europe
VH03015,Ford,Explorer,2011,Truck,CNG,AMT,4680.0,,23116.71,4145,1234.13,Asia Pacific
VH02334,Tesla,Model Y,2016,SUV,CNG,CVT,,16.41,54201.12,3234,2373.12,Middle East
VH04801,Kia,Sorento,2022,Coupe,Petrol,Automatic,1324.0,17.45,24028.6,3284,889.79,Latin America
VH03442,Mercedes-Benz,AMG GT,2008,SUV,Electric,Automatic,0.0,13.94,50580.64,452,2881.22,North America
VH03589,Hyundai,Kona,2013,Van,CNG,AMT,2547.0,19.18,20935.57,242,1006.88,Europe
VH01673,Mazda,MX-5 Miata,2024,Truck,Electric,CVT,0.0,12.31,33393.61,4254,963.75,Middle East
VH03312,Hyundai,Santa Fe,2008,Truck,Petrol,Manual,5116.0,16.5,27911.17,1387,1288.77,South Asia
VH04044,MAZDA,Mazda6,2015,Hatchback,lpg,Automatic,3140.0,17.91,19975.54,1315,633.75,Latin America
VH03536,Subaru,Crosstrek,2014,Convertible,Electric,CVT,0.0,14.59,35035.69,4504,1814.15,South Asia
VH04603,Volkswagen,Passat,2016,Sedan,Petrol,DCT,1527.0,11.87,28359.3,1945,1337.55,Africa
VH01927,,ID.4,2007,Van,Hybrid,AMT,2806.0,27.75,30024.48,2431,1712.48,Africa
VH04284,Porsche,911,2014,Coupe,Diesel,Automatic,1246.0,11.07,45708.09,4933,1852.43,Middle East
VH02102,Audi,Q5,2017,Van,Petrol,AMT,1851.0,11.15,41111.36,3816,1770.58,Africa
VH00327,Honda,Ridgeline,2023,Convertible,Electric,Automatic,0.0,5.91,44362.95,2036,1601.0,Africa
VH00605,Ford,Escape,2008,SUV,CNG,CVT,2392.0,17.11,23033.14,1944,1244.78,North America
VH04259,Chevrolet,Colorado,2023,SUV,Petrol,AMT,1858.0,17.25,26238.92,2793,678.97,Latin America
VH03127,Tesla,Cybertruck,2014,Sedan,Diesel,Manual,,22.78,52663.11,2075,2926.42,Asia Pacific
VH03820,BMW,7 Series,2006,Wagon,LPG,Automatic,1367.0,10.31,32525.57,2150,1713.01,Latin America
VH02550,Ram,1500,2009,Van,Diesel,Automatic,3282.0,16.9,27070.56,4127,1288.38,Middle East
VH04688,Tesla,Model S,2007,Sedan,Petrol,DCT,1877.0,18.09,43711.69,2953,2305.92,Asia Pacific
VH02963,Porsche,Cayenne,2007,Convertible,CNG,DCT,1000.0,,47322.5,4061,2466.72,Europe
VH01492,Ford,Escape,2005,SUV,Diesel,Manual,2104.0,19.91,34848.29,1557,2241.1,Latin America
VH00936,Volkswagen,Atlas,2012,SUV,Electric,CVT,0.0,7.49,33469.17,4946,1567.89,Middle East
VH04248,Tesla,Model Y,2005,Sedan,Electric,Automatic,0.0,12.82,49919.56,811,2527.47,Europe
VH04779,Porsche,Panamera,2014,SUV,Electric,Automatic,0.0,14.44,65913.01,2348,3111.32,Europe
VH01729,Volkswagen,ID.4,2020,SUV,Diesel,Automatic,3283.0,12.71,23667.31,2871,900.27,Africa
VH00790,Land Rover,Freelander,2017,SUV,LPG,CVT,3975.0,17.89,53788.05,2229,2213.43,Latin America
VH02342,Ram,ProMaster,2023,Van,Electric,Automatic,0.0,5.04,32776.59,3055,972.72,Asia Pacific
VH04519,RAM,Dakota,2011,Truck,electric,CVT,0.0,8.7,38424.31,188,1931.44,Africa
VH02940,Toyota,RAV4,2015,Truck,LPG,Manual,4959.0,16.04,26425.06,875,1224.5,Latin America
VH00872,Volvo,XC40,2015,Truck,Hybrid,DCT,5884.0,29.26,46834.64,1422,2226.8,Asia Pacific
VH02587,BMW,M3,2005,Van,Hybrid,DCT,1838.0,16.52,53626.93,3960,3243.41,Africa
VH01407,Ford,Bronco,2006,SUV,CNG,CVT,3144.0,12.28,32390.19,187,2123.65,South Asia
VH02634,Hyundai,Palisade,2009,Coupe,Electric,DCT,0.0,,28418.1,4183,1214.56,Latin America
VH00074,BMW,X5,2010,Sedan,Hybrid,Manual,,28.9,48367.53,1013,2900.12,Europe
VH03265,Land Rover,Defender,2018,SUV,LPG,CVT,2559.0,13.65,40058.24,3469,1684.06,Europe
VH01504,Tesla,Model X,2014,SUV,LPG,DCT,4927.0,10.1,39563.7,4453,1717.8,Africa
VH01422,MERCEDES-BENZ,E-Class,2014,SUV,cng,AMT,3143.0,19.46,47230.65,1326,,North America
VH03120,Tesla,Model Y,2018,SUV,LPG,CVT,3402.0,9.49,47974.79,2545,1711.46,South Asia
VH00093,Land Rover,Defender,2009,SUV,Hybrid,AMT,2342.0,17.86,55735.74,4042,2753.31,Europe
VH04650,Mazda,CX-30,2011,Coupe,CNG,AMT,1446.0,13.48,23517.31,1820,1115.57,Europe
VH03941,Volvo,V60,2013,Convertible,Diesel,Automatic,1422.0,24.97,59742.82,4155,3265.42,South Asia
VH02851,Subaru,Outback,2020,Van,LPG,Manual,1910.0,15.47,22350.41,2681,680.32,Europe
VH02989,Jeep,Wrangler,2017,SUV,Hybrid,Automatic,1643.0,18.93,30970.06,359,1004.15,Europe
VH01832,Mazda,Mazda6,2018,Sedan,Petrol,Manual,1978.0,14.64,22539.42,1535,889.02,South Asia
VH00495,Mazda,Mazda3,2010,Coupe,Diesel,Automatic,1947.0,24.06,28304.36,594,1573.65,North America
VH03247,Mercedes-Benz,C-Class,2021,Truck,CNG,Manual,5035.0,19.87,45905.94,2349,1946.07,Africa
VH04131,  Tesla  ,Model X,2017,Sedan, CNG ,AMT,3123.0,14.16,43883.6,4570,1570.76,Latin America
VH01341,BMW,7 Series,2017,Truck,CNG,CVT,5457.0,15.86,44376.26,-3688,1263.82,Africa
VH01165,Volkswagen,Passat,2011,Sedan,Diesel,Manual,,17.96,27378.03,1569,1536.32,South Asia
VH02992,Land Rover,Freelander,2014,SUV,Hybrid,Automatic,2537.0,24.73,53734.67,1595,1993.22,South Asia
VH01838,Porsche,Macan,2014,SUV,Hybrid,DCT,3683.0,31.03,51145.48,4916,1845.79,Asia Pacific
VH01584,Jeep,Wrangler,2007,SUV,Hybrid,CVT,1716.0,22.54,33858.49,4413,1773.59,North America
VH02252,Chevrolet,Colorado,2023,SUV,Electric,Automatic,0.0,14.99,38054.3,553,1261.34,North America
VH01808,Audi,A6,2020,SUV,LPG,Auto,4775.0,14.3,40376.97,1974,1185.69,South Asia
VH00619,Toyota,Prius,2015,Van,LPG,CVT,3223.0,9.73,24227.0,2029,1275.05,North America
VH01804,Nissan,Rogue,2022,Truck,LPG,Automatic,2666.0,9.75,29930.06,2461,1073.13,North America
VH02442,Toyota,Corolla,2009,Truck,Electric,AMT,0.0,7.33,42985.35,2817,2583.78,Latin America
VH03974,Kia,Telluride,2020,Van,Diesel,CVT,2390.0,24.86,38006.78,4666,1600.67,Asia Pacific
VH01296,BMW,M3,2019,Truck,Hybrid,Manual,3083.0,19.86,59972.57,4380,2637.2,Africa
VH04093,Nissan,Rogue,2012,Hatchback,CNG,AMT,,18.8,19226.75,1360,967.4,South Asia
VH04557,Kia,Carnival,2012,SUV,Hybrid,CVT,4329.0,16.83,24135.72,3283,1156.93,Europe
VH00870,Subaru,Crosstrek,2008,Wagon,Hybrid,Automatic,1278.0,17.4,23958.1,3210,1302.01,North America
VH02811,BMW,M3,2016,Hatchback,LPG,CVT,2729.0,14.99,35438.59,1199,1669.16,Asia Pacific
VH01043,Porsche,Cayenne,2017,Coupe,LPG,DCT,3132.0,15.21,45472.4,1702,2337.28,South Asia
VH04220,Audi,Q7,2021,SUV,Electric,CVT,0.0,12.92,54441.52,4388,1995.67,South Asia
VH00357,Volvo,S60,2017,Truck,LPG,CVT,4097.0,14.01,51310.8,1724,2201.37,Middle East
VH01163,Mazda,Mazda3,2017,SUV,LPG,AMT,1514.0,13.54,24737.89,2230,1012.84,Africa
VH04088,Honda,CR-V,2020,Truck,Electric,Manual,,10.6,38386.57,353,1423.29,Middle East
VH04940,Mercedes-Benz,S-Class,2012,Van,Electric,Manual,0.0,9.29,57789.33,4157,3407.54,Europe
VH04315,Volvo,XC40,2013,Wagon,LPG,AMT,1317.0,12.51,47540.71,2836,2219.5,North America
VH02489,Audi,A6,2022,SUV,CNG,,4995.0,19.32,,2555,1260.01,Latin America
VH01875,Tesla,Model 3,2008,SUV,LPG,AMT,3745.0,15.07,36404.66,3981,1976.28,Latin America
VH04668,Toyota,Camry,2014,Sedan,Petrol,CVT,2213.0,11.3,23313.84,4963,1391.37,Asia Pacific
VH03672,Honda,CR-V,2015,Convertible,LPG,Manual,1412.0,11.71,25023.28,81,855.41,North America
VH04743,  Toyota  ,Tacoma,2011,Coupe, Electric ,Manual,0.0,9.46,39235.84,1920,1858.75,Latin America
VH01331,Toyota,Corolla,2014,Coupe,Electric,DCT,0.0,13.19,37248.53,847,,North America
VH02950,Audi,Q7,2021,Convertible,,CVT,1017.0,12.75,52940.05,4227,1765.19,South Asia
VH00333,Ram,Dakota,2024,Van,Diesel,DCT,1913.0,18.89,32321.02,3599,1011.82,Asia Pacific
VH01375,Tesla,Cybertruck,2006,SUV,Hybrid,AMT,1963.0,21.83,49547.05,3435,3458.95,Asia Pacific
VH04288,Jeep,Wrangler,2021,SUV,CNG,CVT,4115.0,17.31,31377.92,3463,1402.58,Latin America
VH03990,Toyota,Corolla,2008,Convertible,Petrol,Manual,1292.0,17.39,23327.23,1063,1262.78,Africa
VH01259,Chevrolet,Malibu,2006,Sedan,Hybrid,Automatic,2129.0,25.96,26224.64,4553,1555.16,North America
